t,id_ref,iq_ref,id,iq,ia,ib,ic,vd_cmd,vq_cmd,va_ref,vb_ref,vc_ref,da,db,dc,va,vb,vc,torque_e,omega_m
0.102500000,0.000000000,25.000000000,0.984802000,0.461703464,0.984652454,-0.892449282,-0.092203172,-0.963101124,23.980667969,17.823072107,5.008003289,-22.831075396,0.871314002,0.604333402,0.024352596,17.823072107,5.008003289,-22.831075396,0.072718296,225.149037473
0.102550000,0.000000000,25.000000000,0.984874816,0.461858121,1.018129072,-0.840769811,-0.177359261,-0.963106198,23.980667765,16.502489367,6.840172861,-23.342662229,0.843801862,0.642503601,0.013694537,16.502489367,6.840172861,-23.342662229,0.072742654,225.149116558
0.102600000,0.000000000,25.000000000,0.984957482,0.462002905,1.045278728,-0.783858102,-0.261420627,-0.963111629,23.980667547,15.079481396,8.629889187,-23.709370583,0.814155862,0.679789358,0.006054780,15.079481396,8.629889187,-23.709370583,0.072765458,225.149205470
0.102650000,0.000000000,25.000000000,0.985049007,0.462136966,1.065932917,-0.722067899,-0.343865018,-0.963117365,23.980667316,13.562880062,10.366044138,-23.928924200,0.782560001,0.715959253,0.001480746,13.562880062,10.366044138,-23.928924200,0.072786572,225.149303531
0.102700000,0.000000000,25.000000000,0.985148363,0.462259559,1.079963521,-0.655783283,-0.424180237,-0.963123351,23.980667076,11.962098158,12.037861980,-23.999960138,0.749210378,0.750788791,0.000500000,11.954111446,12.029875267,-23.983986713,0.072805880,225.149410013
0.102750000,0.000000000,25.000000000,0.985122602,0.458763647,1.085491505,-0.587232968,-0.498258537,-0.963075036,23.980669016,10.287120564,13.634921097,-23.922041660,0.714315012,0.784060856,0.001624132,10.287120564,13.634921097,-23.922041660,0.072255274,225.149405515
0.102800000,0.000000000,25.000000000,0.984967917,0.458928850,1.086089521,-0.513207216,-0.572882305,-0.963069891,23.980669223,8.548258550,15.147391181,-23.695649731,0.678088720,0.815570650,0.006340631,8.548258550,15.147391181,-23.695649731,0.072281294,225.149291890
0.102850000,0.000000000,25.000000000,0.984829468,0.459106280,1.079932436,-0.435994131,-0.643938304,-0.963065585,23.980669396,6.756341397,16.565848159,-23.322189556,0.640757112,0.845121837,0.014121051,6.756341397,16.565848159,-23.322189556,0.072309239,225.149189521
0.102900000,0.000000000,25.000000000,0.984707785,0.459294223,1.067058057,-0.356072609,-0.710985448,-0.963062127,23.980669535,4.922490632,17.881488386,-22.803979018,0.602551888,0.872531008,0.024917104,4.922490632,17.881488386,-22.803979018,0.072338840,225.149099155
0.102950000,0.000000000,25.000000000,0.984603254,0.459490933,1.047545916,-0.273938455,-0.773607461,-0.963059518,23.980669640,3.058088035,19.086146333,-22.144234368,0.563710167,0.897628049,0.038661784,3.058088035,19.086146333,-22.144234368,0.072369822,225.149021424
0.103000000,0.000000000,25.000000000,0.984516119,0.459694646,1.021516784,-0.190101314,-0.831415470,-0.963057755,23.980669710,1.174705009,20.172345256,-21.347050265,0.524473021,0.920257193,0.055269786,1.174705009,20.172345256,-21.347050265,0.072401907,225.148956844
0.103050000,0.000000000,25.000000000,0.984446486,0.459903592,0.989131939,-0.105081498,-0.884050441,-0.963056825,23.980669748,-0.715969235,21.133343604,-20.417374370,0.485083974,0.940277992,0.074638034,-0.715969235,21.133343604,-20.417374370,0.072434816,225.148905817
0.103100000,0.000000000,25.000000000,0.984394323,0.460116009,0.950592177,-0.019406762,-0.931185415,-0.963056712,23.980669752,-2.602200220,21.963176857,-19.360976637,0.445787495,0.957566185,0.096646320,-2.602200220,21.963176857,-19.360976637,0.072468271,225.148868628
0.103150000,0.000000000,25.000000000,0.984359466,0.460330160,0.906136576,0.066390989,-0.972527564,-0.963057393,23.980669725,-4.472281028,22.656694542,-18.184413514,0.406827479,0.972014470,0.121158052,-4.472281028,22.656694542,-18.184413514,0.072502000,225.148845446
0.103200000,0.000000000,25.000000000,0.984341622,0.460544341,0.856041017,0.151779001,-1.007820018,-0.963058839,23.980669667,-6.314604954,23.209592202,-16.894987248,0.368445730,0.983533171,0.148021099,-6.314604954,23.209592202,-16.894987248,0.072535734,225.148836329
0.103250000,0.000000000,25.000000000,0.984340377,0.460756896,0.800616481,0.236226997,-1.036843478,-0.963061017,23.980669579,-8.117737538,23.618438114,-15.500700576,0.330880468,0.992050794,0.177068738,-8.117737538,23.618438114,-15.500700576,0.072569211,225.148841222
0.103300000,0.000000000,25.000000000,0.984355202,0.460966225,0.740207116,0.319210475,-1.059417592,-0.963063890,23.980669464,-9.870487530,23.880694589,-14.010207059,0.294364843,0.997514471,0.208120686,-9.870487530,23.880694589,-14.010207059,0.072602180,225.148859967
0.103350000,0.000000000,25.000000000,0.984385459,0.461170800,0.675188103,0.400213984,-1.075402087,-0.963067413,23.980669323,-11.561976348,23.994733730,-12.432757383,0.259125493,0.999500000,0.240984221,-11.555731771,23.982244577,-12.426512806,0.072634401,225.148892299
0.103400000,0.000000000,25.000000000,0.984391535,0.458547814,0.607383754,0.475912719,-1.083296473,-0.963032148,23.980670739,-13.181672427,23.959849830,-10.778177403,0.225381824,0.999163538,0.275454637,-13.181672427,23.959849830,-10.778177403,0.072221281,225.148845111
0.103450000,0.000000000,25.000000000,0.984240210,0.458786321,0.534372115,0.551498919,-1.085871035,-0.963027809,23.980670913,-14.719582498,23.776259149,-9.056676651,0.193342031,0.995338732,0.311319236,-14.719582498,23.776259149,-9.056676651,0.072258846,225.148719759
0.103500000,0.000000000,25.000000000,0.984110596,0.459035971,0.458036646,0.623649601,-1.081686247,-0.963024542,23.980671044,-16.166135172,23.445100498,-7.278965326,0.163205517,0.988439594,0.348354889,-16.166135172,23.445100498,-7.278965326,0.072298165,225.148610442
0.103550000,0.000000000,25.000000000,0.984003005,0.459294527,0.378850869,0.691916751,-1.070767620,-0.963022340,23.980671133,-17.512352461,22.968429164,-5.456076703,0.135159324,0.978508941,0.386331735,-17.512352461,22.968429164,-5.456076703,0.072338888,225.148517817
0.103600000,0.000000000,25.000000000,0.983917576,0.459559749,0.297306131,0.755876380,-1.053182511,-0.963021189,23.980671179,-18.749879075,22.349203524,-3.599324449,0.109377519,0.965608407,0.425014074,-18.749879075,22.349203524,-3.599324449,0.072380660,225.148442394
0.103650000,0.000000000,25.000000000,0.983854273,0.459829403,0.213908550,0.815131177,-1.029039728,-0.963021069,23.980671184,-19.871034276,21.591266689,-1.720232412,0.086020119,0.949818056,0.464161825,-19.871034276,21.591266689,-1.720232412,0.072423131,225.148384537
0.103700000,0.000000000,25.000000000,0.983812890,0.460101288,0.129175868,0.869312995,-0.998488863,-0.963021950,23.980671148,-20.868859549,20.699322655,0.169536894,0.065232093,0.931235889,0.503532019,-20.868859549,20.699322655,0.169536894,0.072465953,225.148344464
0.103750000,0.000000000,25.000000000,0.983793061,0.460373244,0.043634227,0.918085155,-0.961719382,-0.963023798,23.980671074,-21.737161783,19.678907118,2.058254666,0.047142463,0.909977232,0.542880306,-21.737161783,19.678907118,2.058254666,0.072508786,225.148322248
0.103800000,0.000000000,25.000000000,0.983794265,0.460643170,-0.042185101,0.961144559,-0.918959458,-0.963026569,23.980670963,-22.470551716,18.536353119,3.934198597,0.031863506,0.886174023,0.581962471,-22.470551716,18.536353119,3.934198597,0.072551299,225.148317824
0.103850000,0.000000000,25.000000000,0.983815835,0.460909040,-0.127749034,0.998223592,-0.870474558,-0.963030216,23.980670816,-23.064477381,17.278751751,5.785725630,0.019490055,0.859973995,0.620535951,-23.064477381,17.278751751,5.785725630,0.072593174,225.148330991
0.103900000,0.000000000,25.000000000,0.983856965,0.461168914,-0.212526000,1.029091801,-0.816565801,-0.963034686,23.980670637,-23.515252360,15.913908152,7.601344208,0.010098909,0.831539753,0.658361338,-23.515252360,15.913908152,7.601344208,0.072634104,225.148361419
0.103950000,0.000000000,25.000000000,0.983916722,0.461420952,-0.295989252,1.053557341,-0.757568088,-0.963039920,23.980670427,-23.820078672,14.450293072,9.369785599,0.003748361,0.801047772,0.695203867,-23.820078672,14.450293072,9.369785599,0.072673800,225.148408651
0.104000000,0.000000000,25.000000000,0.983994058,0.461663426,-0.377620165,1.071468186,-0.693848021,-0.963045857,23.980670188,-23.977064141,12.896990308,11.080073834,0.000500000,0.768687298,0.730834872,-23.976354714,12.896635594,11.079719120,0.072711990,225.148472116
0.104050000,0.000000000,25.000000000,0.984089261,0.461734455,-0.456751187,1.082633487,-0.625882301,-0.963050373,23.980670007,-23.985234222,11.263642160,12.721592062,0.000500000,0.734659212,0.765033168,-23.979078074,11.260564086,12.718513988,0.072723177,225.148545865
0.104100000,0.000000000,25.000000000,0.984089133,0.460568086,-0.531821373,1.086453378,-0.554632005,-0.963034225,23.980670655,-23.844540599,9.560403936,14.284136663,0.003238738,0.699175082,0.797586180,-23.844540599,9.560403936,14.284136663,0.072539474,225.148583527
0.104150000,0.000000000,25.000000000,0.984098910,0.460805817,-0.604993600,1.084213857,-0.479220256,-0.963037100,23.980670540,-23.555853689,7.797811553,15.758042136,0.009253048,0.662454407,0.828292544,-23.555853689,7.797811553,15.758042136,0.072576916,225.148590824
0.104200000,0.000000000,25.000000000,0.984126400,0.461039031,-0.674406412,1.075226453,-0.400820041,-0.963040724,23.980670394,-23.120965683,5.986820722,17.134144961,0.018313215,0.624725432,0.856961353,-23.120965683,5.986820722,17.134144961,0.072613647,225.148613583
0.104250000,0.000000000,25.000000000,0.984170830,0.461266052,-0.739628567,1.059546936,-0.319918369,-0.963045050,23.980670221,-22.542575513,4.138671342,18.403904171,0.030363010,0.586222320,0.883414670,-22.542575513,4.138671342,18.403904171,0.072649403,225.148651451
0.104300000,0.000000000,25.000000000,0.984231316,0.461485298,-0.800254842,1.037272706,-0.237017864,-0.963050022,23.980670021,-21.824272758,2.264833970,19.559438788,0.045327651,0.547184041,0.907488308,-21.824272758,2.264833970,19.559438788,0.072683935,225.148703967
0.104350000,0.000000000,25.000000000,0.984306878,0.461695291,-0.855908570,1.008542192,-0.152633622,-0.963055585,23.980669798,-20.970515364,0.376938632,20.593576732,0.063114263,0.507852888,0.929032849,-20.970515364,0.376938632,20.593576732,0.072717008,225.148770574
0.104400000,0.000000000,25.000000000,0.984396446,0.461894662,-0.906243991,0.973533998,-0.067290007,-0.963061678,23.980669553,-19.986601992,-1.513297354,21.499899347,0.083612458,0.468472972,0.947914570,-19.986601992,-1.513297354,21.499899347,0.072748409,225.148850615
0.104450000,0.000000000,25.000000000,0.984498873,0.462082165,-0.950948412,0.932465788,0.018482624,-0.963068240,23.980669289,-18.878639134,-3.394142099,22.272781233,0.106695018,0.429288706,0.964016276,-18.878639134,-3.394142099,22.272781233,0.072777941,225.148943354
0.104500000,0.000000000,25.000000000,0.984612945,0.462256676,-0.989744162,0.885592934,0.104151227,-0.963075206,23.980669010,-17.653503220,-5.253921955,22.907425175,0.132218683,0.390543293,0.977238024,-17.653503220,-5.253921955,22.907425175,0.072805426,225.149047972
0.104550000,0.000000000,25.000000000,0.984737394,0.462417203,-1.022390322,0.833206925,0.189183397,-0.963082511,23.980668716,-16.318797948,-7.081093969,23.399891917,0.160025043,0.352477209,0.987497748,-16.318797948,-7.081093969,23.399891917,0.072830709,225.149163583
0.104600000,0.000000000,25.000000000,0.984870907,0.462562889,-1.048684233,0.775633546,0.273050687,-0.963090089,23.980668412,-14.882807097,-8.864317524,23.747124621,0.189941519,0.315326718,0.994731763,-14.882807097,-8.864317524,23.747124621,0.072853655,225.149289241
0.104650000,0.000000000,25.000000000,0.985012137,0.462693015,-1.068462754,0.713230845,0.355231908,-0.963097874,23.980668099,-13.354443119,-10.592524725,23.946967844,0.221782435,0.279322402,0.998895163,-13.354443119,-10.592524725,23.946967844,0.072874150,225.149423946
0.104700000,0.000000000,25.000000000,0.985159715,0.462806999,-1.081603279,0.646386900,0.435216379,-0.963105799,23.980667781,-11.743191828,-12.254989100,23.998180928,0.255350170,0.244687727,0.999500000,-11.735798185,-12.247595457,23.983393643,0.072892102,225.149566657
0.104750000,0.000000000,25.000000000,0.985155147,0.459567265,-1.086365459,0.577199172,0.509166287,-0.963062845,23.980669506,-10.059100109,-13.841350261,23.900450371,0.290435414,0.211638536,0.997926049,-10.059100109,-13.841350261,23.900450371,0.072381844,225.149606501
0.104800000,0.000000000,25.000000000,0.985065313,0.459712825,-1.086059099,0.502732042,0.583327057,-0.963060511,23.980669600,-8.312540522,-15.341838687,23.654379209,0.326822072,0.180378361,0.992799567,-8.312540522,-15.341838687,23.654379209,0.072404770,225.149544994
0.104850000,0.000000000,25.000000000,0.984988622,0.459864631,-1.078999852,0.425140676,0.653859176,-0.963058811,23.980669668,-6.514388317,-16.747106845,23.261495162,0.364283577,0.151101941,0.984614483,-6.514388317,-16.747106845,23.261495162,0.072428679,225.149493254
0.104900000,0.000000000,25.000000000,0.984925229,0.460021335,-1.065231304,0.344906556,0.720324747,-0.963057738,23.980669711,-4.675803788,-18.048432848,22.724236636,0.402587421,0.123990982,0.973421597,-4.675803788,-18.048432848,22.724236636,0.072453360,225.149451646
0.104950000,0.000000000,25.000000000,0.984875184,0.460181590,-1.044838720,0.262527643,0.782311077,-0.963057285,23.980669729,-2.808198175,-19.237739911,22.045938086,0.441495871,0.099213752,0.959290377,-2.808198175,-19.237739911,22.045938086,0.072478600,225.149420448
0.105000000,0.000000000,25.000000000,0.984838431,0.460344057,-1.017948526,0.178515281,0.839433245,-0.963057436,23.980669723,-0.923162849,-20.307646480,21.230809330,0.480767441,0.076924032,0.942308528,-0.923162849,-20.307646480,21.230809330,0.072504189,225.149399847
0.105050000,0.000000000,25.000000000,0.984814816,0.460507419,-0.984727530,0.093391024,0.891336505,-0.963058174,23.980669694,0.967602627,-21.251512041,20.283909414,0.520158388,0.057260166,0.922581446,0.967602627,-21.251512041,20.283909414,0.072529918,225.149389945
0.105100000,0.000000000,25.000000000,0.984804088,0.460670386,-0.945381896,0.007683393,0.937698502,-0.963059475,23.980669641,2.852363111,-22.063478339,19.211115227,0.559424231,0.040344201,0.900231567,2.852363111,-22.063478339,19.211115227,0.072555586,225.149390758
0.105150000,0.000000000,25.000000000,0.984805904,0.460831709,-0.900155868,-0.078075415,0.978231283,-0.963061315,23.980669567,4.719420709,-22.738505734,18.019085025,0.598321265,0.026281131,0.875397605,4.719420709,-22.738505734,18.019085025,0.072580994,225.149402218
0.105200000,0.000000000,25.000000000,0.984819836,0.460990184,-0.849330256,-0.163352840,1.012683097,-0.963063663,23.980669473,6.557187377,-23.272404488,16.715217111,0.636608070,0.015158240,0.848233690,6.557187377,-23.272404488,16.715217111,0.072605954,225.149424177
0.105250000,0.000000000,25.000000000,0.984845373,0.461144664,-0.793220697,-0.247619270,1.040839967,-0.963066487,23.980669360,8.354256840,-23.661860763,15.307603923,0.674047018,0.007044567,0.818908415,8.354256840,-23.661860763,15.307603923,0.072630285,225.149456410
0.105300000,0.000000000,25.000000000,0.984881930,0.461294062,-0.732175690,-0.330351341,1.062527031,-0.963069751,23.980669229,10.099475386,-23.904457200,13.804981814,0.710405737,0.001990475,0.787603788,10.099475386,-23.904457200,13.804981814,0.072653815,225.149498618
0.105350000,0.000000000,25.000000000,0.984928856,0.461437361,-0.666574433,-0.411035201,1.077609634,-0.963073418,23.980669081,11.782011087,-23.998687920,12.216676833,0.745458564,0.000500000,0.754514101,11.774448447,-23.983562640,12.209114193,0.072676384,225.149550433
0.105400000,0.000000000,25.000000000,0.984902498,0.458157433,-0.598544700,-0.485752525,1.084297225,-0.963029136,23.980670860,13.391380648,-23.943971202,10.552590554,0.778987097,0.001167267,0.719845637,13.391380648,-23.943971202,10.552590554,0.072159796,225.149499090
0.105450000,0.000000000,25.000000000,0.984714173,0.458346338,-0.525065847,-0.560897049,1.085962896,-0.963022838,23.980671113,14.917668200,-23.740645474,8.822977273,0.810784754,0.005403219,0.683812027,14.917668200,-23.740645474,8.822977273,0.072189548,225.149346442
0.105500000,0.000000000,25.000000000,0.984544670,0.458550658,-0.448325878,-0.632546239,1.080872117,-0.963017498,23.980671327,16.351368337,-23.389972359,7.038604021,0.840653507,0.012708909,0.646637584,16.351368337,-23.389972359,7.038604021,0.072221729,225.149206715
0.105550000,0.000000000,25.000000000,0.984394703,0.458768391,-0.368800626,-0.700255326,1.069055952,-0.963013130,23.980671503,17.683582859,-22.894128351,5.210545491,0.868407976,0.023038993,0.608553031,17.683582859,-22.894128351,5.210545491,0.072256022,225.149080853
0.105600000,0.000000000,25.000000000,0.984264816,0.458997487,-0.286983330,-0.763603902,1.050587232,-0.963009740,23.980671639,18.906043420,-22.256190914,3.350147494,0.893875905,0.036329356,0.569794739,18.906043420,-22.256190914,3.350147494,0.072292104,225.148969670
0.105650000,0.000000000,25.000000000,0.984155385,0.459235866,-0.203381581,-0.822198544,1.025580125,-0.963007326,23.980671736,20.011162834,-21.480119382,1.468956548,0.916899226,0.052497513,0.530603261,20.011162834,-21.480119382,1.468956548,0.072329649,225.148873842
0.105700000,0.000000000,25.000000000,0.984066620,0.459481435,-0.118514171,-0.875675275,0.994189446,-0.963005881,23.980671794,20.992082167,-20.570730395,-0.421351773,0.937335045,0.071443117,0.491221838,20.992082167,-20.570730395,-0.421351773,0.072368326,225.148793908
0.105750000,0.000000000,25.000000000,0.983998564,0.459732101,-0.032907862,-0.923701847,0.956609710,-0.963005386,23.980671813,21.842713300,-19.533667999,-2.309045301,0.955056527,0.093048583,0.451894890,21.842713300,-19.533667999,-2.309045301,0.072407806,225.148730272
0.105800000,0.000000000,25.000000000,0.983951103,0.459985791,0.052905881,-0.965979817,0.913073936,-0.963005820,23.980671796,22.557776715,-18.375368631,-4.182408084,0.969953682,0.117179820,0.412866498,22.557776715,-18.375368631,-4.182408084,0.072447762,225.148683198
0.105850000,0.000000000,25.000000000,0.983923969,0.460240465,0.138394204,-1.002246420,0.863852216,-0.963007154,23.980671743,23.132834260,-17.103021173,-6.029813087,0.981934047,0.143687059,0.374378894,23.132834260,-17.103021173,-6.029813087,0.072487873,225.148652818
0.105900000,0.000000000,25.000000000,0.983916743,0.460494132,0.223026186,-1.032276223,0.809250037,-0.963009350,23.980671654,23.564316700,-15.724522341,-7.839794359,0.990923265,0.172405785,0.336670951,23.564316700,-15.724522341,-7.839794359,0.072527826,225.148639129
0.105950000,0.000000000,25.000000000,0.983928867,0.460744864,0.306276144,-1.055882541,0.749606397,-0.963012369,23.980671533,23.849545869,-14.248427683,-9.601118186,0.996865539,0.203157757,0.299976704,23.849545869,-14.248427683,-9.601118186,0.072567316,225.148642002
0.106000000,0.000000000,25.000000000,0.983959650,0.460990807,0.387626916,-1.072918610,0.685291694,-0.963016164,23.980671381,23.986751293,-12.683898485,-11.302852809,0.999500000,0.235752115,0.264523900,23.979583764,-12.680314720,-11.299269044,0.072606052,225.148661180
0.106050000,0.000000000,25.000000000,0.984005852,0.459610867,0.464953763,-1.082474381,0.617520618,-0.962999581,23.980672047,23.975082160,-11.040663803,-12.934418356,0.999480878,0.269986171,0.230532951,23.975082160,-11.040663803,-12.934418356,0.072388712,225.148643076
0.106100000,0.000000000,25.000000000,0.983950157,0.459867880,0.541025868,-1.086108141,0.545082273,-0.962999695,23.980672042,23.814611137,-9.328890881,-14.485720256,0.996137732,0.305648107,0.198214161,23.814611137,-9.328890881,-14.485720256,0.072429191,225.148588155
0.106150000,0.000000000,25.000000000,0.983915237,0.460126653,0.613733024,-1.082980633,0.469247609,-0.963000732,23.980672000,23.506333545,-7.559217269,-15.947116277,0.989715282,0.342516307,0.167768411,23.506333545,-7.559217269,-15.947116277,0.072469948,225.148550172
0.106200000,0.000000000,25.000000000,0.983900722,0.460385145,0.682623587,-1.073111024,0.390487437,-0.963002658,23.980671923,23.052162571,-5.742626384,-17.309536187,0.980253387,0.380361950,0.139384663,23.052162571,-5.742626384,-17.309536187,0.072510660,225.148529174
0.106250000,0.000000000,25.000000000,0.983906098,0.460641368,0.747269567,-1.056560406,0.309290840,-0.963005432,23.980671812,22.454916867,-3.890392849,-18.564524017,0.967810768,0.418950149,0.113239083,22.454916867,-3.890392849,-18.564524017,0.072551015,225.148525076
0.106300000,0.000000000,25.000000000,0.983930713,0.460893410,0.807269309,-1.033431435,0.226162127,-0.963009011,23.980671668,21.718303065,-2.014012529,-19.704290536,0.952464647,0.458041406,0.089493947,21.718303065,-2.014012529,-19.704290536,0.072590712,225.148537665
0.106350000,0.000000000,25.000000000,0.983973783,0.461139443,0.862250002,-1.003867696,0.141617693,-0.963013344,23.980671494,20.846892779,-0.125131184,-20.721761596,0.934310266,0.497393100,0.068296633,20.846892779,-0.125131184,-20.721761596,0.072629462,225.148566606
0.106400000,0.000000000,25.000000000,0.984034407,0.461377733,0.911870015,-0.968052818,0.056182803,-0.963018376,23.980671292,19.846094238,1.764527805,-21.610622043,0.913460297,0.536760996,0.049778707,19.846094238,1.764527805,-21.610622043,0.072666993,225.148611446
0.106450000,0.000000000,25.000000000,0.984111572,0.461606655,0.955821030,-0.926209340,-0.029611690,-0.963024049,23.980671064,18.722118726,3.643236188,-22.365354915,0.890044140,0.575900754,0.034055106,18.722118726,3.643236188,-22.365354915,0.072703048,225.148671622
0.106500000,0.000000000,25.000000000,0.984204168,0.461824700,0.993829976,-0.878597326,-0.115232650,-0.963030303,23.980670813,17.481942041,5.499333641,-22.981275682,0.864207126,0.614569451,0.021223423,17.481942041,5.499333641,-22.981275682,0.072737390,225.148746469
0.106550000,0.000000000,25.000000000,0.984310997,0.462030484,1.025660736,-0.825512747,-0.200147989,-0.963037072,23.980670541,16.133261206,7.321300127,-23.454561333,0.836109608,0.652527086,0.011363306,16.133261206,7.321300127,-23.454561333,0.072769801,225.148835226
0.106600000,0.000000000,25.000000000,0.984430783,0.462222754,1.051115622,-0.767285639,-0.283829984,-0.963044290,23.980670251,14.684446705,9.097827399,-23.782274104,0.805925973,0.689538071,0.004535956,14.684446705,9.097827399,-23.782274104,0.072800084,225.148937046
0.106650000,0.000000000,25.000000000,0.984562190,0.462400396,1.070036614,-0.704278040,-0.365758574,-0.963051890,23.980669946,13.144490540,10.817889184,-23.962379724,0.773843553,0.725372691,0.000783756,13.144490540,10.817889184,-23.962379724,0.072828062,225.149051004
0.106700000,0.000000000,25.000000000,0.984703825,0.462562438,1.082306343,-0.636881738,-0.445424605,-0.963059802,23.980669628,11.522950424,12.470809619,-23.993760043,0.740061467,0.759808534,0.000500000,11.517030410,12.464889605,-23.981920014,0.072853584,225.149176108
0.106750000,0.000000000,25.000000000,0.984700417,0.460037513,1.086520444,-0.566862399,-0.519658045,-0.963026776,23.980670955,9.829928291,14.046295895,-23.876224187,0.704790173,0.792631164,0.002578663,9.829928291,14.046295895,-23.876224187,0.072455908,225.149223413
0.106800000,0.000000000,25.000000000,0.984661843,0.460220264,1.085326644,-0.491960409,-0.593366235,-0.963027031,23.980670944,8.075866759,15.534631145,-23.610497904,0.668247224,0.823638149,0.008114627,8.075866759,15.534631145,-23.610497904,0.072484692,225.149194034
0.106850000,0.000000000,25.000000000,0.984637988,0.460403956,1.077382049,-0.413996324,-0.663385725,-0.963027932,23.980670908,6.271681290,16.926549800,-23.198231089,0.630660027,0.852636454,0.016703519,6.271681290,16.926549800,-23.198231089,0.072513623,225.149176687
0.106900000,0.000000000,25.000000000,0.984628569,0.460587145,1.062735842,-0.333454179,-0.729281663,-0.963029452,23.980670847,4.428569601,18.213412781,-22.641982382,0.592261867,0.879446100,0.028292034,4.428569601,18.213412781,-22.641982382,0.072542475,225.149171387
0.106950000,0.000000000,25.000000000,0.984633199,0.460768430,1.041478863,-0.250834088,-0.790644775,-0.963031565,23.980670762,2.557971022,19.387233016,-21.945204038,0.553291063,0.903900688,0.042808249,2.557971022,19.387233016,-21.945204038,0.072571028,225.149178053
0.107000000,0.000000000,25.000000000,0.984651395,0.460946463,1.013743052,-0.166649131,-0.847093920,-0.963034237,23.980670655,0.671495503,20.440725008,-21.112220511,0.513989490,0.925848438,0.060162073,0.671495503,20.440725008,-21.112220511,0.072599068,225.149196516
0.107050000,0.000000000,25.000000000,0.984682584,0.461119959,0.979700633,-0.081422162,-0.898278472,-0.963037432,23.980670527,-1.219148443,21.367350061,-20.148201618,0.474601074,0.945153126,0.080245800,-1.219148443,21.367350061,-20.148201618,0.072626394,225.149226519
0.107100000,0.000000000,25.000000000,0.984726109,0.461287702,0.939563055,0.004317450,-0.943880504,-0.963041112,23.980670379,-3.102226401,22.161356855,-19.059130455,0.435370283,0.961694934,0.102934782,-3.102226401,22.161356855,-19.059130455,0.072652813,225.149267724
0.107150000,0.000000000,25.000000000,0.984781236,0.461448553,0.893579669,0.090037110,-0.983616779,-0.963045234,23.980670213,-4.966050887,22.817817155,-17.851766268,0.396540607,0.975371191,0.128088203,-4.966050887,22.817817155,-17.851766268,0.072678147,225.149319714
0.107200000,0.000000000,25.000000000,0.984847162,0.461601459,0.842036188,0.175204324,-1.017240512,-0.963049756,23.980670032,-6.799053881,23.332656392,-16.533602511,0.358353044,0.986097008,0.155549948,-6.799053881,23.332656392,-16.533602511,0.072702230,225.149382003
0.107250000,0.000000000,25.000000000,0.984923024,0.461745454,0.785252906,0.259290011,-1.044542917,-0.963054631,23.980669836,-8.589858624,23.702678966,-15.112820341,0.321044612,0.993805812,0.185149576,-8.589858624,23.702678966,-15.112820341,0.072724909,225.149454035
0.107300000,0.000000000,25.000000000,0.985007908,0.461879668,0.723582701,0.341771802,-1.065354504,-0.963059812,23.980669628,-10.327350231,23.925588075,-13.598237844,0.284846870,0.998449752,0.216703378,-10.327350231,23.925588075,-13.598237844,0.072746048,225.149535196
0.107350000,0.000000000,25.000000000,0.985100852,0.462003332,0.657408844,0.422137296,-1.079546140,-0.963065251,23.980669409,-12.000744673,23.999999985,-11.999255311,0.249984486,0.999500000,0.250015514,-11.992744678,23.983999995,-11.991255317,0.072765525,225.149624820
0.107400000,0.000000000,25.000000000,0.985075206,0.458503148,0.588962315,0.496272450,-1.085234765,-0.963019186,23.980671259,-13.599612794,23.925456717,-10.325843923,0.216674733,0.998447015,0.284878252,-13.599612794,23.925456717,-10.325843923,0.072214246,225.149603364
0.107450000,0.000000000,25.000000000,0.984913564,0.458670788,0.515026106,0.570971285,-1.085997391,-0.963014013,23.980671467,-15.114108826,23.702418633,-8.588309807,0.185122733,0.993800388,0.321076879,-15.114108826,23.702418633,-8.588309807,0.072240649,225.149472716
0.107500000,0.000000000,25.000000000,0.984768453,0.458851568,0.437891215,0.642114038,-1.080005254,-0.963009660,23.980671642,-16.534798048,23.332270087,-6.797472039,0.155525041,0.986088960,0.358385999,-16.534798048,23.332270087,-6.797472039,0.072269122,225.149353515
0.107550000,0.000000000,25.000000000,0.984640474,0.459043733,0.358036012,0.709259073,-1.067295085,-0.963006139,23.980671783,-17.852862976,22.817308446,-4.964445470,0.128065355,0.975360593,0.396574053,-17.852862976,22.817308446,-4.964445470,0.072299388,225.149246566
0.107600000,0.000000000,25.000000000,0.984530078,0.459245490,0.275955856,0.771989487,-1.047945343,-0.963003453,23.980671891,-19.060123051,22.160729836,-3.100606784,0.102914103,0.961681872,0.435404025,-19.060123051,22.160729836,-3.100606784,0.072331165,225.149152558
0.107650000,0.000000000,25.000000000,0.984437573,0.459455021,0.192160022,0.829915714,-1.022075736,-0.963001601,23.980671966,-20.149085402,21.366609301,-1.217523899,0.080227387,0.945137694,0.474634919,-20.149085402,21.366609301,-1.217523899,0.072364166,225.149072058
0.107700000,0.000000000,25.000000000,0.984363118,0.459670496,0.107168543,0.882677958,-0.989846501,-0.963000574,23.980672007,-21.112991350,20.439875521,0.673115829,0.060146014,0.925830740,0.514023246,-21.112991350,20.439875521,0.673115829,0.072398103,225.149005517
